ID trait1 trait2 covariate1 covariate2  
A266 0 -1.01744544445864 -1.71473697990194 -0.967125046021254
A267 0 -0.684262076201344 -0.44480309267868 0.429924395518958
A268 1 2.74322100669393 0.301797741472412 -0.613869115792995
A269 0 0.690044183641765 0.0479079466707674 -0.677389029976121
A270 0 -1.79895373446871 -0.870546556918756 -2.45086993090382
A271 0 2.76198067637004 0.963614818879379 -0.0490347747327216
A272 0 0.328613955204085 0.0591007241994572 -1.23216289698345
A273 0 3.67636561369826 1.25771194901006 -0.909518569908027
A274 1 5.73347341645694 2.02805172529196 0.569190603842543
A275 0 2.89180408597332 1.82294011683779 -2.10925695440621
A276 0 3.1267905885404 2.25293547340901 0.951064879824342
A277 1 4.33823331195153 0.240619630188915 -1.05366156457592
A278 1 6.0598374938088 0.882146194177808 -0.0578960690501863
A279 0 3.11439201578259 0.84464331142991 0.161000440761183
A280 1 1.55078853130242 -0.108865280513457 -0.643569916140433
A281 0 1.67503433917592 -0.334805659619753 0.340823402618884
A282 1 2.50518830370682 1.14063276158469 -0.361684183240893
A283 0 -0.40761297429394 -0.799611907992438 -0.978873268969393
A284 1 4.68748150830648 0.726497866389318 -0.124119987262153
A285 0 -0.00234813068174322 0.902712956730914 0.338867494095563
A286 0 -0.51420996551439 0.327325506520533 1.80411711730279
A287 1 2.22161900406995 -0.8980746816711 0.95771929887422
A288 0 2.17003343239684 0.636289964143272 -0.257444502949612
A289 0 -1.35315087220453 -0.763857095689796 -0.484986459980252
A290 0 2.56067361639405 0.85010146238833 1.27571542441132
A291 0 1.59927561030625 0.720629496142699 -1.0802893639385
A292 0 2.24097723318265 0.172452105919556 1.0083470158624
A293 0 2.28113584473089 0.0545585914630098 -1.01103603441246
A294 0 0.492551061067105 0.49876929200912 0.302116172216456
A295 0 -1.53809196759386 -1.14420353072111 0.0739695228889607
A296 0 2.42282793020684 0.495912622100267 0.461087768564435
A297 1 5.47108590797767 1.75016427587075 0.261099201374868
A298 1 3.79995308321524 0.27328240947211 0.74297698472979
A299 0 2.3726786861664 0.224533022025602 -0.0544563329002399
A300 0 1.26493391796659 1.4081103591387 -0.817504429227077
A301 0 -0.278073009614538 -0.5907485936287 1.95505749551534
A302 1 3.62779018417833 0.958353815353913 -1.07333738952364
A303 1 2.45956732124943 0.217925055259587 -0.55103415244106
A304 0 4.98129659345887 2.55905563611106 0.685420022856029
A305 0 1.57911925270256 0.539572965454798 0.245975649087672
A306 0 2.44137716502834 0.490179541801661 0.25409650034561
A307 1 2.90003818411665 0.454186625626679 0.65480759559404
A308 0 1.21577215350669 1.03512335576624 -0.957816013069771
A309 1 3.76418586121396 0.5940145517926 1.04020344446865
A310 0 2.94253283155689 1.84133333493491 0.112906433199331
A311 0 2.13231818354149 1.38301701578288 0.662315277811955
A312 0 -1.37545749499153 -1.30107357083169 -1.5550218513114
A313 0 2.26068775817645 0.32858933961027 0.135484974591763
A314 0 -0.0518009265202268 -0.579556320948017 0.655370275845092
A315 0 -1.28026663352156 -1.42450906455658 -1.44643353296913
A316 1 3.20505254234763 -1.72043616943984 0.141918157041613
A317 0 3.43628794199665 1.54777365969279 -1.45512246707971
A318 1 5.28610516926293 0.989950089008753 -0.223636889715193
A319 0 -0.473723285891253 -1.41213347164334 -0.545176430436888
A320 0 -2.72873385125405 -1.27436425182288 0.65638299000611
A321 0 3.68233998766643 0.915325646224344 0.502393540636011
A322 1 4.97171143989877 1.16212194672948 -0.489366174876451
A323 0 -0.14291567304149 -0.148148478801895 -2.44412211243601
A324 0 0.779142667037159 0.354659367754686 -0.806306063417448
A325 0 0.774384752681622 -0.374247408336466 0.156249616846553
A326 1 4.55801288851483 0.507066831573442 0.469232637305888
A327 0 1.04510676898331 -0.64466644249494 0.342392875241868
A328 0 3.71773430560665 0.261324470400405 -0.156867544657804
A329 0 1.52820050240135 -0.0597431192883731 1.52768849008149
A330 0 -0.88021600247373 -0.614589378856704 -0.896209966645714
A331 0 1.81434289847379 -1.00476745571602 0.123985651178481
A332 0 3.4257212131836 0.118247062141609 0.386829554691768
A333 0 -0.303737312614997 -0.506366951662345 -0.321474203471026
A334 0 -2.48880003333621 -1.52755699763525 -1.03483214775284
A335 0 1.25257246470166 -0.671116949203436 -1.92026009923955
A336 0 -0.871944781057948 -0.201655390109708 -0.268256126304661
A337 0 0.894808224871665 1.12540843029316 -0.581048555177908
A338 0 -1.43447685655948 -1.54174050148791 -0.582173346236291
A339 1 2.52637892837015 0.549238491214951 -0.281806805252609
A340 1 2.55863717267226 -0.406396894882895 -0.347183819682138
A341 0 -1.85649909081208 -0.644165559450312 -1.175443958335
A342 1 6.30443919470619 0.92556778680093 2.05790190948651
A343 0 -0.533056225212972 -1.30192292255592 -0.744221347013904
A344 1 6.94237132722247 1.48774833723665 1.28546705290915
A345 0 4.57868739814643 0.152990836533314 1.0276350534909
A346 1 4.07627858505584 -0.523132080855276 0.469387930485127
A347 0 0.322380934731896 -0.85005778793061 -1.77545694270308
A348 0 0.488701381767303 -0.424689614330965 -2.44520731469973
A349 1 3.3282432618212 0.551504314513845 -0.0476609567934936
A350 1 4.87650662244753 0.730270453798193 0.780876802604759
A351 1 1.64138919899895 -0.946948782975393 0.368270080269347
A352 1 3.30164643365124 0.557123232879838 -0.82304439880145
A353 1 3.41943120779609 0.42733132638275 0.419379639634927
A354 0 -0.893970164816946 -1.53675646426495 0.0261443683259498
A355 0 -1.280948967883 -1.68946201509044 0.259147187497519
A356 0 1.3186279867341 0.187970028887985 -0.474022622247227
A357 0 5.40157510253259 2.36746829131737 1.34622144889584
A358 0 1.22441782644001 1.05377245184359 -0.453936114084438
A359 0 3.50601009571241 0.970081274328616 1.20702582474172
A360 1 6.48163339641844 1.11295726575515 -0.159910912261353
A361 0 0.982666750159416 1.12735139495667 -1.12030614611766
A362 0 0.448989632925308 0.362532743762351 0.0500479712942325
A363 1 4.76291059886667 0.532487871134033 1.1891946219256
A364 0 0.553957831221343 -0.41832987768598 0.311076194374561
A365 0 0.97756053030781 -0.677641237016325 1.20918085948305
A366 0 2.2098518463819 -0.229298312265746 0.529084712591112
A367 0 0.571347684688005 0.161850010823633 0.5320979033962
A368 1 4.35754399330833 1.94599395105676 1.1979566672196
A369 1 1.94931175094523 -0.905904643801183 -0.606638737179097
A370 0 2.42614476031337 0.303788653417212 1.17162001094759
A371 1 5.35249876079169 1.61699415532884 -0.321398030683136
A372 0 0.943286083558825 -0.327509459848822 -0.368620196419913
A373 0 -0.31879889967467 -0.379509929060957 -0.113733004141244
A374 0 0.587564925024871 -0.477229054949387 0.508556099593053
A375 0 1.45680279286688 -1.22283110458342 0.682817950895981
A376 0 0.237143658639905 -0.999326566358922 -0.522616958482573
A377 0 3.23778891812897 1.92975943064705 -0.78150709551233
A378 0 1.23998622501799 -1.0156265853123 0.436686985963723
A379 0 1.9300593545641 0.301126115017149 -0.931303752771013
A380 0 5.28649586491467 1.69496768658864 2.1676675425924
A381 0 2.22878657351703 0.0193846108888865 0.5957402893658
A382 0 1.60979562590888 -0.348963314362011 -0.670049535323
A383 0 -1.34902486248301 -1.3817504102081 -0.052312315017706
A384 1 1.31911648117093 -0.000488272429828971 1.1575591256805
A385 0 -1.12077375140214 -0.231059755078865 -1.13427235786299
A386 1 1.21064113805091 -0.119870233164857 -0.969571248256456
A387 1 1.46698492799802 -1.72995399079914 0.334424515453266
A388 0 0.907967158859612 0.377465859169555 -0.370631635011457
A389 1 4.78101023236673 0.61246826422444 1.11898906639969
A390 0 3.26790750079058 0.395867284885645 -0.752029471355912
A391 0 2.15178115136581 0.148760520457564 -0.554113399288922
A392 1 4.35483876097047 0.122915766495884 0.124756347105531
A393 1 2.57557330504452 -0.928310215444038 1.10263103015386
A394 0 1.17007002071142 -1.55562548150841 0.20217046438412
A395 1 4.26992767050782 -0.170346422140127 1.8787050807726
A396 1 3.26714268782277 0.642095315468767 -1.69847975624012
A397 0 1.42370232110251 0.0319261039596425 0.559594537014133
A398 0 1.16340429713249 -0.522504016060046 1.43886850984087
A399 1 2.31388342721905 -0.660527646258961 0.741074391076993
A400 0 0.500332824619248 -0.528667052882468 -2.02753544531147
A401 0 2.10042406370491 1.91228158332764 -1.00694773079702
A402 0 2.90704812777712 0.973058870776692 0.350422916780769
A403 0 0.488795279511042 0.516578184477939 0.861379615952523
A404 0 1.39147679962854 -0.082637446930466 0.291743665516259
A405 0 1.26260757125995 -0.345073226506414 0.0320943464079603
A406 0 1.2101658980741 -0.722829460365549 1.25465749895831
A407 1 5.27046180302828 0.772966890316706 -0.244001564136286
A408 1 2.98104645440651 0.138257662092347 0.365463146011303
A409 0 0.753672790869667 0.226060485127632 0.0561666313877377
A410 0 -0.555295698903602 0.381124277748966 2.12921139388584
A411 0 0.0498980556168483 -0.806059372283132 1.31448697437114
A412 1 6.85895989213532 0.728655319508967 1.15746077111254
A413 0 -0.248280108688216 0.147486937253608 -0.64031925499697
A414 1 4.76436554586266 0.745301479429152 -1.14030776552955
A415 0 -1.63244220714086 -1.23641187814353 -1.62321048870409
A416 1 6.21527119068072 2.29297924137554 2.39738812792037
A417 0 1.83765142502441 0.512388178547463 -0.359183144246651
A418 0 2.94524562889546 0.0472974802224979 -0.476548422412215
A419 0 2.86517113201458 0.185828323367291 0.58562144811264
A420 0 1.02390074527991 0.722732783633462 -0.858777127281313
A421 1 4.35899350730537 0.529982867882726 0.994712660901342
A422 0 0.129326717015402 -0.251238314587091 0.0840481847299639
A423 0 5.05199754831202 2.21933267732166 -0.75084065032316
A424 1 2.61985123973832 0.124905123601887 0.420245833306512
A425 0 0.982251366011146 -0.301642387352076 -0.7613658078354
A426 0 -0.517088846329947 -1.52349377164208 1.52173507596222
A427 1 3.73678651530748 -0.831712729523795 -0.557112095106253
A428 1 2.99667230347935 0.233223528754106 0.182041794422217
A429 1 5.09971891457696 1.0388035095934 -0.0277910409099283
A430 0 1.82553428145926 0.935171110891064 -0.819944825637145
A431 1 2.21653838093804 0.158830907004863 -1.23454427369351
A432 1 3.4632578215519 -0.0780573156531749 1.03306212331601
A433 0 -0.567548603955239 -0.89833878676483 -0.882947667817869
A434 0 3.10566143887164 0.396131700254739 -0.162481928076117
A435 0 0.66030351324915 -0.116846858303385 0.313879203080037
A436 1 3.9792496728481 0.436951432243171 0.489684175710343
A437 1 4.48902237732928 -0.066512974739429 2.53488356303312
A438 0 -0.222104277979834 -2.60888827181655 1.1865955370154
A439 1 5.94449823197472 2.37248657259968 1.41821065511153
A440 0 3.3124285818442 0.42063306000572 1.9442227379672
A441 1 5.52844349127324 1.34199636771443 0.400508412135924
A442 0 3.74404225940146 0.528397767865779 -0.403500775292266
A443 1 5.22431865998619 -0.275533302497935 1.75286849399071
A444 0 1.68288553614402 -1.12928864386227 0.910792118552042
A445 1 2.23803148864748 -0.0098626808815261 -1.39075820897531
A446 0 4.05443315621849 1.42582380294397 -0.159155394841919
A447 0 0.168113525250998 -0.531860466376598 0.108301557523959
A448 1 4.37826509298868 1.15183938053285 2.05125580162051
A449 1 2.27614427712038 0.572013354638058 -0.470730106736942
A450 0 0.295120817258932 -1.11730726967264 -0.317072305015223
A451 0 3.69201425314164 0.481464972251657 -1.97210968598372
A452 1 4.51607721430734 1.02939560921847 0.0183531372156488
A453 1 2.99367237529359 0.607595799492281 -0.0905053415289786
A454 1 1.7177024259752 -1.24585301449869 0.75877054167034
A455 0 -0.194512251757711 0.506725207410516 0.234036974090282
A456 0 0.205963099948507 -1.1491680905973 -0.551300070033996
A457 0 0.749422315066448 -0.0371418823144926 -0.0863573450096918
A458 0 1.20770135591042 1.51981334010376 -0.821095118550953
A459 1 2.64722788578845 0.721705132023627 1.19779316201999
A460 1 5.18543051834742 0.330764425470681 1.10095642573875
A461 0 1.14128775257346 0.382030424267437 -1.28102240282053
A462 0 1.42460334106442 -0.950402967327414 1.69346472843017
A463 1 4.00034285850361 0.889233316781136 0.123412968391284
A464 0 -1.25276078111649 -1.63289754990032 -1.37420852947348
A465 0 0.867636897888166 -0.0357933090586674 1.9408074416655
A466 0 0.653579800503443 -0.45907234541138 -0.814564984433635
A467 0 -2.04375620552073 -0.992655427154006 -0.109356722081598
A468 0 2.51976123055223 0.228575650340207 1.15294822932355
A469 0 -0.159476130447324 -0.722583479123592 -1.18968442996773
A470 1 7.43447133115351 2.00895470383767 2.44269744837256
A471 0 1.19562376196428 0.553568288116527 0.628648985367079
A472 0 0.81794428201019 -0.590799444523962 0.532983620767335
A473 0 2.29922831117992 0.411918810981743 0.679597916357834
A474 0 1.23082627315633 0.225680041346485 -0.497666515367142
A475 0 0.108120031491596 0.435708536732757 -1.41025036726423
A476 0 0.482915034228168 0.290866270013385 -0.140460271576827
A477 0 -0.895381831300898 -0.490563242356285 -0.73354048607212
A478 1 3.36030952029439 0.371845803775192 -0.39324417201434
A479 1 1.58278340284283 -0.914040782734425 -0.749118480868477
A480 0 2.36275300036019 -0.330110006244631 -1.41696932515241
A481 0 3.88629458027746 0.400463769717183 0.835171239543188
A482 0 1.61869503896042 -0.0144815179989261 0.335602661767386
A483 1 3.39980423683348 0.410105230073163 0.0302513843704965
A484 1 3.3891130431785 1.36790358798649 0.102030985227897
A485 0 3.29983192941366 1.43771321148946 -0.652099925622286
A486 0 3.58484566731127 0.792653894726039 -0.530339102660387
A487 1 1.73056118050037 -0.507304646093806 -0.4508090247869
A488 1 2.16541350784038 0.494193872649763 -2.24941250614993
A489 0 1.23446782961975 -0.559987568915678 -1.71760906395989
A490 1 3.49671387871316 0.0578406091814026 -0.118653929537235
A491 0 3.96329173916422 1.34536963958466 -0.260259697801728
A492 1 3.49120885232826 -0.546545039899919 0.950965754392162
A493 0 1.92165211855408 0.462728128205574 0.224743266166635
A494 0 2.65969686319899 0.982565274755195 1.43926393141351
A495 1 6.31527510013902 2.62388742765705 1.04394028700247
A496 0 -0.0415647958926733 -1.16769829885153 1.33245144214128
A497 0 0.893747148317588 0.226429798421354 -0.872998052144875
A498 1 6.27539055596092 0.359520519074968 1.70669212927487
A499 1 2.29322025595727 -0.676201092561874 0.94096402537382
A500 0 0.921865123820047 -0.335881281974719 0.0657933987179404
A501 0 4.03118279936473 1.27648287197391 0.877927869920983
A502 0 -0.429455154117754 -0.293884093013023 0.244741693638056
A503 0 0.512854184786896 0.195145648573292 -0.892801860488411
A504 0 0.681920836523021 0.668685624181477 -1.11362322406623
A505 1 2.48883910904337 -0.766894606225235 -0.602223234459928
A506 0 0.630968089303327 0.185271364815893 0.457966498265836
A507 0 0.103828217420215 -0.343680133499634 -0.363478637837357
A508 0 3.14347176112521 -0.487549196577601 2.21202649124037
A509 1 6.54246519816655 1.74556348878917 1.99792824834532
A510 1 3.3771714930769 0.320675600351804 0.0959040802473279
A511 0 1.70610767876851 -0.625978276891948 0.411270028126932
A512 0 1.45466462589232 0.331819089374493 0.537813848401514
A513 0 1.96184110888412 1.04703816490824 0.0816365029864102
A514 1 4.83728878594849 2.33889083024363 -0.056397937149582
A515 0 0.587650314844313 -0.318982508410216 -1.1358535735599
A516 0 1.65151218593685 0.274409172318472 0.449151200405204
A517 0 0.635253275680008 0.307265713333476 -1.27589185282927
A518 0 1.54037413544611 0.499273037829989 -1.03737864608494
A519 0 -1.02041637957177 -0.926727666131203 -0.270965395734832
A520 0 0.167556478148465 -1.00242521662232 -0.309947000804291
A521 1 2.43515891641958 -0.202111669635127 -0.485466859017301
A522 0 2.47045616066857 0.37959316310415 1.1187285459426
A523 0 0.664413000166543 -1.34234159748121 0.372437201453459
A524 0 3.26271985257592 1.34999784081783 -0.0199059074310591
A525 1 3.20199309893564 0.526199905546202 0.872504608254347
A526 0 0.984729536346397 -0.08265614799819 -0.518852790216635
A527 1 6.33667770207587 1.20565795494733 1.60042040183722
A528 0 -0.908333353973536 -0.578180344102398 -1.44590331497736
A529 0 2.99229274951949 0.97091648712559 -0.135881621732307
A530 1 2.29763511898022 0.784539865601068 -1.21345705494289
A531 0 2.66551862599908 -0.225365321687104 -0.53262691279406
A532 1 2.31057804860385 -1.06100668886109 -0.0212155324942861
A533 0 0.460327216156374 -1.48243855338681 0.827300561392524
A534 1 5.18796323102977 0.696663303082349 2.02929781506399
A535 0 3.61196806654827 1.12205317226651 0.0313260096341473
A536 0 1.78464022587092 0.816966887038666 0.0940492233137604
A537 0 0.108698941538595 -1.05581580185206 -0.548090175239311
A538 1 5.57940975472919 0.847212020427863 1.51490499009191
A539 1 0.58619210647977 -0.837095293485657 -0.820304895417137
A540 0 0.472744090769945 -0.399758146247061 0.184462809197015
A541 0 0.717588767901013 0.219804595174419 0.323029617808657
A542 1 4.61599453553242 0.327636854413179 1.26475265169594
A543 1 3.8472140061333 0.729867671471259 -0.0628263857509544
A544 0 1.6465412276241 1.82648013075488 -0.821526698138571
A545 1 2.64361683079269 -0.610497387147048 1.19796688541229
A546 0 1.14272369079642 0.430829731999641 -0.186681746756952
A547 0 2.55953353229859 0.134308565170833 1.30826550785319
A548 0 -0.685809692907458 -1.20232545822579 0.552761776224228
A549 1 4.50556515222761 3.97326360064572 -0.280067149244261
A550 1 6.44650095685886 1.07560332285213 0.248016539703258
A551 0 3.1310673277833 -0.220844077135077 0.0274467239664424
A552 1 4.00042535443945 2.34190445402846 -1.15045825331213
A553 0 3.26749678235698 2.06340782292906 -0.0413052098646319
A554 1 1.8239087118269 0.106890047839743 0.291428538998369
A555 1 5.49500065291105 1.81330570509978 -1.26881557384254
A556 1 4.85997692042784 1.61749260481147 -1.93097032180029
A557 0 2.32522288652751 0.45122139947068 -0.787408807190878
A558 0 0.222622857095263 0.247722115758437 0.259325390279369
A559 1 3.7904873332024 -0.0271986140696443 1.43983551902608
A560 0 0.980197112085765 -0.951502234608144 0.813475367142334
A561 0 1.95465449081449 0.141343694668668 0.491687067904756
A562 0 0.424393024068753 -0.826710661848347 0.0532879043947565
